ID;RUN;Nombre;Apellidos;Dirección;"Correo Electrónico";Teléfono;tipo;titular;rol;profesión;especialidad;firma;"institucion previsional de salud";
2368;775288-1;"Pedro Antonio";"Rojas Fuentes";"Av. Libertador Bernardo O'Higgins 6578";pedro.rojas@prueba.org;975655034;beneficiario;208400-7;Paciente;;;"sin firma";"especial S.A.";
2369;484198-0;María;"Valenzuela Pérez";"Av. Los Leones 5000";maria.valenzuela@prueba.org;990665728;titular;484198-0;Paciente;;;"sin firma";FONASA;
2370;362287-8;"Marta Luis";Espinoza;"Av. Pajaritos 11325";marta.espinoza@prueba.org;965985636;beneficiario;161099-6;Paciente;;;"sin firma";"Cruz pal cielo Ltda.";
2371;183791-5;Pedro;López;"Av. Los Leones 407";pedro.lopez@prueba.org;959951342;titular;183791-5;"Staff Médico";Médico;Neurocirugía;./firma/2371;"Cruz de Malta S.A.";
2372;264381-2;"Juan Lucía";"Sepúlveda Araya";"Av. Vicuña Mackenna 312";juan.sepulveda@prueba.org;982824236;titular;264381-2;Paciente;;;"sin firma";"Salud Ltda.";
2373;394147-7;"Daniel Ana";"Sepúlveda Rojas";"Av. Apoquindo 2094";daniel.sepulveda@mailficticio.cl;940552448;titular;394147-7;Paciente;;;"sin firma";FONASA;
2374;989428-4;Miguel;"Araya López";"Av. Vicuña Mackenna 4302";miguel.araya@correoexample.com;981636957;beneficiario;434665-3;Paciente;;;"sin firma";FONASA;
2375;705431-9;"Laura Lucía";"Flores González";"Av. Macul 7667";laura.flores@dominiofake.net;983652302;titular;705431-9;Administrativo;;;"sin firma";"Colmena de avispas S.A.";
2376;326695-8;"Ana Daniel";Silva;"Av. Recoleta 2904";ana.silva@dominiofake.net;952957756;beneficiario;475907-9;Paciente;;;"sin firma";"Medibanc S.A.";
2377;347428-3;Paula;"González Valenzuela";"Av. Tobalaba 2031";paula.gonzalez@mailficticio.cl;958661456;titular;347428-3;"Staff Médico";Tens;;"sin firma";"Fundación e imperio";
2378;676755-9;Daniel;"Torres Silva";"Av. Apoquindo 3517";daniel.torres@prueba.org;979339093;beneficiario;189823-K;Paciente;;;"sin firma";"especial S.A.";
2379;852061-5;"Marta Antonio";"Sepúlveda Fuentes";"Av. Tobalaba 7296";marta.sepulveda@mailficticio.cl;977390819;titular;852061-5;Administrativo;;;"sin firma";"especial S.A.";
2380;857219-4;"Luis Diego";"Muñoz Contreras";"Av. Macul 5741";luis.munoz@dominiofake.net;908670193;titular;857219-4;Paciente;;;"sin firma";FONASA;
2381;962347-7;Andrés;Muñoz;"Av. Los Leones 160";andres.munoz@prueba.org;966568693;titular;962347-7;Paciente;;;"sin firma";FONASA;
2382;365380-3;Antonio;González;"Av. Apoquindo 6903";antonio.gonzalez@mailficticio.cl;996080985;titular;365380-3;"Staff Médico";Tens;;"sin firma";"Fundación e imperio";
2383;584736-2;Carmen;"López López";"Av. Manuel Montt 8329";carmen.lopez@dominiofake.net;951090564;beneficiario;315077-1;Paciente;;;"sin firma";"sinsalud S.A.";
2384;699328-1;"Juan Andrés";Soto;"Av. Macul 2308";juan.soto@mailficticio.cl;974656909;beneficiario;714271-4;Paciente;;;"sin firma";"Cruz pal cielo Ltda.";
2385;921612-K;Andrés;Pérez;"Av. Apoquindo 9116";andres.perez@dominiofake.net;948123017;titular;921612-K;Administrativo;;;"sin firma";FONASA;
2386;477098-6;"María Miguel";"Muñoz Sepúlveda";"Av. Tobalaba 7312";maria.munoz@prueba.org;927881108;titular;477098-6;Paciente;;;"sin firma";"Fundación e imperio";
2387;475186-8;Diego;"Silva Flores";"Av. Libertador Bernardo O'Higgins 11963";diego.silva@correoexample.com;976970362;beneficiario;194542-4;Paciente;;;"sin firma";"Colmena de avispas S.A.";
2388;265765-1;Ana;"Sepúlveda Sepúlveda";"Av. Tobalaba 1314";ana.sepulveda@prueba.org;944037276;beneficiario;840306-6;Paciente;;;"sin firma";"Colmena de avispas S.A.";
2389;630952-6;Daniel;"Araya Contreras";"Av. Manuel Montt 8719";daniel.araya@correoexample.com;968818768;beneficiario;682499-4;Paciente;;;"sin firma";"Medibanc S.A.";
2390;341690-9;"Ana Francisco";"Muñoz Contreras";"Av. Apoquindo 5927";ana.munoz@prueba.org;929974841;beneficiario;218618-7;Paciente;;;"sin firma";"Menos vida S.A.";
2391;806212-9;"Andrés Lucía";Valenzuela;"Av. La Florida 772";andres.valenzuela@prueba.org;915012770;titular;806212-9;Paciente;;;"sin firma";FONASA;
2392;680667-8;Miguel;"Torres Pérez";"Av. Apoquindo 203";miguel.torres@prueba.org;971227366;beneficiario;758519-5;Paciente;;;"sin firma";"sinsalud S.A.";
2393;433626-7;"María Laura";"Silva Araya";"Av. La Florida 887";maria.silva@correoexample.com;982253447;beneficiario;666753-8;Paciente;;;"sin firma";"Colmena de avispas S.A.";
2394;108339-2;"José Luis";"Espinoza Martínez";"Av. Vicuña Mackenna 1822";jose.espinoza@correoexample.com;949126635;titular;108339-2;Paciente;;;"sin firma";"Cruz pal cielo Ltda.";
2395;849811-3;"Daniel Marta";Araya;"Av. Los Leones 11120";daniel.araya@dominiofake.net;907593779;beneficiario;853430-6;Paciente;;;"sin firma";"Fundación e imperio";
2396;292915-5;Marta;"Flores Díaz";"Av. Matta 11487";marta.flores@correoexample.com;982341503;beneficiario;655302-8;Paciente;;;"sin firma";"especial S.A.";
2397;988889-6;Antonio;"Contreras Valenzuela";"Av. Libertador Bernardo O'Higgins 7268";antonio.contreras@mailficticio.cl;973764019;titular;988889-6;Paciente;;;"sin firma";"Colmena de avispas S.A.";
2398;974533-5;Diego;"Torres Rodríguez";"Av. Providencia 10488";diego.torres@correoexample.com;915081958;beneficiario;419681-3;Paciente;;;"sin firma";"Menos vida S.A.";
2399;689422-4;Sofía;Soto;"Av. Grecia 169";sofia.soto@correoexample.com;980992482;beneficiario;816944-6;Paciente;;;"sin firma";"Fundación e imperio";
2400;661224-5;"Carmen Francisco";"Contreras Morales";"Av. Libertador Bernardo O'Higgins 3670";carmen.contreras@prueba.org;984405855;titular;661224-5;Administrativo;;;"sin firma";"Vida uno S.A.";
2401;364871-0;Lucía;"Fuentes Rojas";"Av. Manuel Montt 4673";lucia.fuentes@dominiofake.net;911337387;beneficiario;559564-9;Paciente;;;"sin firma";"Salud Ltda.";
2402;203993-1;Lucía;"López Valenzuela";"Av. Matta 9930";lucia.lopez@mailficticio.cl;927534802;titular;203993-1;Paciente;;;./firma/2402;"Fundación e imperio";
2403;734864-9;Ana;"González Valenzuela";"Av. Matta 10380";ana.gonzalez@mailficticio.cl;927889182;titular;734864-9;Paciente;;;"sin firma";"especial S.A.";
2404;407336-3;Paula;Díaz;"Av. Providencia 10417";paula.diaz@dominiofake.net;907518287;titular;407336-3;Administrativo;;;"sin firma";FONASA;
2405;970884-7;Antonio;"Soto Muñoz";"Av. Irarrazabal 1907";antonio.soto@dominiofake.net;997465616;titular;970884-7;"Staff Médico";Médico;"Medicina Física Y Rehabilitación";./firma/2405;"Menos vida S.A.";
2406;928187-8;"Diego Javier";"Valenzuela Flores";"Av. Irarrazabal 4460";diego.valenzuela@prueba.org;957916455;titular;928187-8;Paciente;;;"sin firma";"sinsalud S.A.";
2407;635452-1;Daniel;Rojas;"Av. Grecia 10934";daniel.rojas@dominiofake.net;973867666;titular;635452-1;Paciente;;;"sin firma";FONASA;
2408;475907-9;Miguel;"Valenzuela Pérez";"Av. Independencia 7761";miguel.valenzuela@dominiofake.net;914559192;titular;475907-9;Paciente;;;"sin firma";"Medibanc S.A.";
2409;231778-8;Sofía;"Fuentes Valenzuela";"Av. Tobalaba 900";sofia.fuentes@prueba.org;973934033;titular;231778-8;Paciente;;;"sin firma";"Fundación e imperio";
2410;930049-K;"María Pedro";"Torres Muñoz";"Av. Pajaritos 4667";maria.torres@correoexample.com;903823165;titular;930049-K;Administrativo;;;"sin firma";"Vida uno S.A.";
2411;863234-0;Ana;"Espinoza Torres";"Av. Recoleta 7006";ana.espinoza@dominiofake.net;912483733;titular;863234-0;"Staff Médico";Médico;Infectología;./firma/2411;"sinsalud S.A.";
2412;501304-6;"Luis Antonio";"Fuentes Rodríguez";"Av. Macul 4339";luis.fuentes@correoexample.com;912763453;beneficiario;650798-0;Paciente;;;"sin firma";"Medibanc S.A.";
2413;306682-7;Pedro;"Morales Morales";"Av. Manuel Montt 9395";pedro.morales@mailficticio.cl;925276656;beneficiario;535491-9;Paciente;;;"sin firma";"Colmena de avispas S.A.";
2414;123922-8;Diego;"Morales Torres";"Av. Libertador Bernardo O'Higgins 3646";diego.morales@correoexample.com;982323545;titular;123922-8;Paciente;;;"sin firma";"sinsalud S.A.";
2415;648450-6;"Antonio Juan";"López Torres";"Av. Irarrazabal 7888";antonio.lopez@dominiofake.net;973153647;beneficiario;693224-K;Paciente;;;"sin firma";"Vida uno S.A.";
2416;173009-6;"Juan Luis";"Pérez Sepúlveda";"Av. Vicuña Mackenna 4588";juan.perez@mailficticio.cl;927391796;beneficiario;834761-1;Paciente;;;"sin firma";"Menos vida S.A.";
2417;934880-8;Pedro;"Hernández Torres";"Av. Matta 5945";pedro.hernandez@mailficticio.cl;949921128;titular;934880-8;Paciente;;;"sin firma";"Fundación e imperio";
2418;165836-0;Ana;"Sepúlveda Hernández";"Av. Tobalaba 11415";ana.sepulveda@dominiofake.net;970929619;beneficiario;162891-7;Paciente;;;"sin firma";"Salud Ltda.";
2419;685859-7;Diego;Rodríguez;"Av. Libertador Bernardo O'Higgins 6386";diego.rodriguez@mailficticio.cl;994931549;titular;685859-7;Administrativo;;;"sin firma";"Medibanc S.A.";
2420;117418-5;Pedro;Contreras;"Av. Libertador Bernardo O'Higgins 9226";pedro.contreras@dominiofake.net;963921658;beneficiario;660808-6;Paciente;;;"sin firma";"Medibanc S.A.";
2421;618960-1;Laura;"López González";"Av. Apoquindo 3271";laura.lopez@prueba.org;968480987;beneficiario;497261-9;Paciente;;;"sin firma";"Salud Ltda.";
2422;513970-8;Diego;Espinoza;"Av. Pajaritos 6733";diego.espinoza@dominiofake.net;916557400;beneficiario;798541-K;Paciente;;;"sin firma";"Fundación e imperio";
2423;756302-7;Laura;"Hernández Torres";"Av. Grecia 5158";laura.hernandez@correoexample.com;924215073;titular;756302-7;Paciente;;;"sin firma";FONASA;
2424;785567-2;"Miguel Carmen";"Rodríguez Hernández";"Av. Pajaritos 4359";miguel.rodriguez@correoexample.com;936182949;beneficiario;644863-1;Paciente;;;"sin firma";"Fundación e imperio";
2425;945761-5;Luis;Sepúlveda;"Av. Libertador Bernardo O'Higgins 5628";luis.sepulveda@mailficticio.cl;985872306;beneficiario;247730-0;Paciente;;;"sin firma";"Cruz pal cielo Ltda.";
2426;314759-2;Lucía;Valenzuela;"Av. Matta 11502";lucia.valenzuela@mailficticio.cl;966804784;beneficiario;659214-7;Paciente;;;"sin firma";"sinsalud S.A.";
2427;545478-6;Luis;"Fuentes Martínez";"Av. Grecia 8132";luis.fuentes@mailficticio.cl;989749200;beneficiario;699028-2;Paciente;;;"sin firma";"Salud Ltda.";
2428;894057-6;Antonio;"Rojas Silva";"Av. Apoquindo 5674";antonio.rojas@correoexample.com;980985858;titular;894057-6;"Staff Médico";Médico;"Neurología Adultos";./firma/2428;"Cruz pal cielo Ltda.";
2429;132876-K;Javier;Díaz;"Av. Tobalaba 10203";javier.diaz@mailficticio.cl;996814633;titular;132876-K;Paciente;;;"sin firma";"Medibanc S.A.";
2430;573000-7;Ana;"Silva González";"Av. Grecia 5485";ana.silva@correoexample.com;945147719;beneficiario;675083-4;Paciente;;;"sin firma";FONASA;
2431;600695-7;"Isabel Isabel";Fuentes;"Av. Libertador Bernardo O'Higgins 7227";isabel.fuentes@correoexample.com;925546301;beneficiario;286105-4;Paciente;;;"sin firma";"Vida uno S.A.";
2432;239785-4;Laura;"Morales Martínez";"Av. Libertador Bernardo O'Higgins 8183";laura.morales@correoexample.com;940661978;beneficiario;858828-7;Paciente;;;"sin firma";"Menos vida S.A.";
2433;548782-K;Paula;"Fuentes Hernández";"Av. Grecia 3772";paula.fuentes@prueba.org;922857724;titular;548782-K;Paciente;;;"sin firma";"sinsalud S.A.";
2434;650198-2;Andrés;Contreras;"Av. Vicuña Mackenna 8218";andres.contreras@mailficticio.cl;903090147;beneficiario;327936-7;Paciente;;;"sin firma";"sinsalud S.A.";
2435;977040-2;Sofía;González;"Av. Macul 7704";sofia.gonzalez@correoexample.com;947198848;beneficiario;497332-1;Paciente;;;"sin firma";"Fundación e imperio";
2436;247567-7;"Diego Pedro";"Espinoza Torres";"Av. Recoleta 8372";diego.espinoza@dominiofake.net;923580213;titular;247567-7;Administrativo;;;"sin firma";FONASA;
2437;294850-8;Carmen;"Espinoza Hernández";"Av. Manuel Montt 4329";carmen.espinoza@dominiofake.net;998080689;titular;294850-8;Paciente;;;"sin firma";FONASA;
2438;736213-7;Diego;"González Araya";"Av. La Florida 6206";diego.gonzalez@dominiofake.net;924955862;titular;736213-7;Paciente;;;"sin firma";"Vida uno S.A.";
2439;153376-2;"Andrés Paula";Silva;"Av. Macul 6830";andres.silva@prueba.org;981878733;beneficiario;743085-K;Paciente;;;"sin firma";"Vida uno S.A.";
2440;698050-3;"María Juan";Martínez;"Av. Pajaritos 8479";maria.martinez@mailficticio.cl;964418622;titular;698050-3;Paciente;;;"sin firma";"Cruz de Malta S.A.";
2441;678617-0;Diego;"Espinoza Flores";"Av. Macul 7005";diego.espinoza@mailficticio.cl;936215814;titular;678617-0;Administrativo;;;"sin firma";"Medibanc S.A.";
2442;233007-5;María;"Torres Morales";"Av. Recoleta 9520";maria.torres@prueba.org;901380064;beneficiario;558795-6;Paciente;;;"sin firma";"Cruz pal cielo Ltda.";
2443;746716-8;Laura;"Sepúlveda Rojas";"Av. Independencia 3508";laura.sepulveda@mailficticio.cl;915566145;beneficiario;636004-1;Paciente;;;"sin firma";"Vida uno S.A.";
2444;802075-2;"Francisco Daniel";González;"Av. Los Leones 2772";francisco.gonzalez@prueba.org;929007165;beneficiario;768617-K;Paciente;;;"sin firma";"Menos vida S.A.";
2445;714816-K;Antonio;"Hernández Espinoza";"Av. Vicuña Mackenna 4217";antonio.hernandez@correoexample.com;968370579;titular;714816-K;"Staff Médico";Médico;Coloproctología;./firma/2445;"Cruz pal cielo Ltda.";
2446;299731-2;Carmen;"Díaz Díaz";"Av. Grecia 6735";carmen.diaz@prueba.org;914492034;titular;299731-2;Paciente;;;"sin firma";"Colmena de avispas S.A.";
2447;550838-K;Francisco;"Sepúlveda Rodríguez";"Av. Grecia 10355";francisco.sepulveda@prueba.org;990089921;titular;550838-K;Paciente;;;"sin firma";FONASA;
2448;919814-8;"Miguel Ana";López;"Av. Recoleta 10792";miguel.lopez@dominiofake.net;944847055;titular;919814-8;Paciente;;;"sin firma";FONASA;
2449;816521-1;Sofía;Flores;"Av. Apoquindo 683";sofia.flores@correoexample.com;984806881;titular;816521-1;Administrativo;;;"sin firma";"especial S.A.";
2450;302345-1;Miguel;"Rojas Valenzuela";"Av. Matta 9081";miguel.rojas@mailficticio.cl;974060971;titular;302345-1;Administrativo;;;"sin firma";"Fundación e imperio";
2451;947337-8;Laura;"Díaz Flores";"Av. Apoquindo 2943";laura.diaz@correoexample.com;929910874;beneficiario;514225-3;Paciente;;;"sin firma";"Salud Ltda.";
2452;478487-1;Carmen;"Contreras López";"Av. Vicuña Mackenna 1587";carmen.contreras@mailficticio.cl;918562251;titular;478487-1;Paciente;;;"sin firma";FONASA;
2453;697842-8;Laura;"Flores Soto";"Av. Independencia 1674";laura.flores@mailficticio.cl;927179401;titular;697842-8;Administrativo;;;"sin firma";"Vida uno S.A.";
2454;736627-2;Diego;"Araya Valenzuela";"Av. Independencia 7974";diego.araya@dominiofake.net;919247639;titular;736627-2;"Staff Médico";Tens;;"sin firma";FONASA;
2455;492234-4;"Antonio Paula";Torres;"Av. Matta 4274";antonio.torres@prueba.org;944564182;beneficiario;831026-2;Paciente;;;"sin firma";FONASA;
2456;267863-2;José;"López Hernández";"Av. Manuel Montt 5340";jose.lopez@correoexample.com;935191162;titular;267863-2;Paciente;;;"sin firma";FONASA;
2457;662856-7;Marta;"Rojas Torres";"Av. Recoleta 2465";marta.rojas@dominiofake.net;967576503;beneficiario;426833-4;Paciente;;;"sin firma";"Fundación e imperio";
2458;378477-0;Javier;"Morales Flores";"Av. Tobalaba 2919";javier.morales@correoexample.com;977490899;titular;378477-0;"Staff Médico";Tens;;"sin firma";"Medibanc S.A.";
2459;497927-3;Lucía;Torres;"Av. Providencia 5258";lucia.torres@correoexample.com;975752243;beneficiario;915560-0;Paciente;;;"sin firma";"Vida uno S.A.";
2460;999334-7;Miguel;"Fuentes López";"Av. Matta 10462";miguel.fuentes@prueba.org;962347724;titular;999334-7;Paciente;;;"sin firma";FONASA;
2461;693568-0;Daniel;"Pérez Soto";"Av. Vicuña Mackenna 8156";daniel.perez@prueba.org;955368377;titular;693568-0;Paciente;;;"sin firma";FONASA;
2462;519041-K;Laura;"López Hernández";"Av. Providencia 1083";laura.lopez@correoexample.com;939799594;beneficiario;183903-9;Paciente;;;"sin firma";"Cruz pal cielo Ltda.";
2463;195876-3;Miguel;"Araya Rojas";"Av. Tobalaba 9667";miguel.araya@prueba.org;906184682;titular;195876-3;Paciente;;;"sin firma";FONASA;
2464;516200-9;Ana;"López Sepúlveda";"Av. Providencia 614";ana.lopez@mailficticio.cl;953343348;beneficiario;130508-5;Paciente;;;"sin firma";"Menos vida S.A.";
2465;889878-2;Daniel;"Morales Díaz";"Av. Recoleta 5587";daniel.morales@correoexample.com;973543251;titular;889878-2;"Staff Médico";Tens;;"sin firma";"Cruz de Malta S.A.";
2466;586972-2;Paula;Flores;"Av. Vicuña Mackenna 4614";paula.flores@mailficticio.cl;972272341;titular;586972-2;Paciente;;;"sin firma";"Salud Ltda.";
2467;376933-K;Paula;"Valenzuela Flores";"Av. Apoquindo 5206";paula.valenzuela@correoexample.com;917757669;titular;376933-K;"Staff Médico";Enfermero/a;;"sin firma";"Fundación e imperio";
2468;255739-8;Isabel;"Torres González";"Av. Vicuña Mackenna 6647";isabel.torres@mailficticio.cl;916806761;titular;255739-8;Paciente;;;"sin firma";"especial S.A.";
2469;651091-4;Ana;"Valenzuela Valenzuela";"Av. Grecia 8240";ana.valenzuela@correoexample.com;939008528;beneficiario;549596-2;Paciente;;;"sin firma";"Cruz de Malta S.A.";
2470;631763-4;Sofía;"Espinoza Flores";"Av. Pajaritos 8455";sofia.espinoza@mailficticio.cl;992711514;titular;631763-4;Paciente;;;"sin firma";"Fundación e imperio";
2471;202253-2;Sofía;Hernández;"Av. Vicuña Mackenna 2548";sofia.hernandez@dominiofake.net;979523086;beneficiario;236855-2;Paciente;;;"sin firma";"Salud Ltda.";
2472;304944-2;Daniel;López;"Av. Providencia 2506";daniel.lopez@mailficticio.cl;950776345;beneficiario;665622-6;Paciente;;;"sin firma";"Colmena de avispas S.A.";
2473;414205-5;"Ana Marta";Silva;"Av. Irarrazabal 9358";ana.silva@correoexample.com;995840193;titular;414205-5;Paciente;;;"sin firma";"Fundación e imperio";
2474;227488-4;Sofía;González;"Av. Matta 11101";sofia.gonzalez@prueba.org;916148118;titular;227488-4;Paciente;;;"sin firma";"Salud Ltda.";
2475;459480-0;Daniel;"Morales Rodríguez";"Av. Pajaritos 4682";daniel.morales@prueba.org;904834827;beneficiario;275377-4;Paciente;;;"sin firma";"Salud Ltda.";
2476;129066-5;Antonio;"López Flores";"Av. Tobalaba 1206";antonio.lopez@dominiofake.net;928012806;beneficiario;783198-6;Paciente;;;"sin firma";"Vida uno S.A.";
2477;105265-9;Miguel;"Valenzuela Hernández";"Av. La Florida 11284";miguel.valenzuela@prueba.org;927934078;beneficiario;239716-1;Paciente;;;"sin firma";"Menos vida S.A.";
2478;645493-3;Javier;"Rojas Hernández";"Av. Irarrazabal 2232";javier.rojas@dominiofake.net;905814749;beneficiario;259736-5;Paciente;;;"sin firma";"sinsalud S.A.";
2479;643780-K;"Marta Daniel";"Torres Díaz";"Av. Vicuña Mackenna 24";marta.torres@prueba.org;962692974;beneficiario;405046-0;Paciente;;;"sin firma";"Salud Ltda.";
2480;276347-8;Andrés;"Rojas Martínez";"Av. Irarrazabal 10007";andres.rojas@dominiofake.net;948662485;titular;276347-8;Administrativo;;;"sin firma";"Medibanc S.A.";
2481;557684-9;Paula;"Torres Morales";"Av. Tobalaba 2190";paula.torres@correoexample.com;912016367;beneficiario;127638-7;Paciente;;;"sin firma";"Menos vida S.A.";
2482;546019-0;Luis;Fuentes;"Av. Matta 1649";luis.fuentes@correoexample.com;966728690;titular;546019-0;Paciente;;;"sin firma";FONASA;
2483;680706-2;Daniel;"Torres González";"Av. Libertador Bernardo O'Higgins 6568";daniel.torres@dominiofake.net;922908120;titular;680706-2;Paciente;;;"sin firma";"sinsalud S.A.";
2484;610229-8;Luis;"Rojas López";"Av. Independencia 7030";luis.rojas@mailficticio.cl;989178919;titular;610229-8;Paciente;;;"sin firma";FONASA;
2485;145123-5;Carmen;Espinoza;"Av. La Florida 6875";carmen.espinoza@mailficticio.cl;918827367;titular;145123-5;"Staff Médico";Tens;;"sin firma";"Fundación e imperio";
2486;717259-1;Pedro;"Contreras Flores";"Av. Manuel Montt 7795";pedro.contreras@dominiofake.net;935050886;titular;717259-1;Paciente;;;"sin firma";"sinsalud S.A.";
2487;338937-5;Sofía;Valenzuela;"Av. Recoleta 10242";sofia.valenzuela@mailficticio.cl;947287454;titular;338937-5;Paciente;;;"sin firma";FONASA;
2488;362666-0;"Paula Juan";Sepúlveda;"Av. Grecia 10981";paula.sepulveda@mailficticio.cl;996742345;beneficiario;236409-3;Paciente;;;"sin firma";"Menos vida S.A.";
2489;325536-0;Marta;"Valenzuela Soto";"Av. Recoleta 7233";marta.valenzuela@prueba.org;911231185;titular;325536-0;Administrativo;;;"sin firma";"Colmena de avispas S.A.";
